Jul  5 07:09:08 YouBuy2 postfix/smtpd[26891]: 9458714769F: client=unknown[124.194.80.227], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:27:57 YouBuy2 postfix/smtpd[30339]: 17C841477F1: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:28:08 YouBuy2 postfix/smtpd[30339]: 7AA051477F3: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:28:23 YouBuy2 postfix/smtpd[30305]: C03131477F6: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:28:26 YouBuy2 postfix/smtpd[30339]: 979E11477F8: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:28:40 YouBuy2 postfix/smtpd[30138]: 828521477C3: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:28:46 YouBuy2 postfix/smtpd[30339]: F39811477F9: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:29:05 YouBuy2 postfix/smtpd[30339]: 5C7C51477FC: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:29:24 YouBuy2 postfix/smtpd[30339]: 7AA241477FE: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:29:42 YouBuy2 postfix/smtpd[30339]: 3EBBD147800: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:00 YouBuy2 postfix/smtpd[30339]: C5F22147804: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:03 YouBuy2 postfix/smtpd[30305]: 3AB95147805: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:20 YouBuy2 postfix/smtpd[30339]: C8C4F147807: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:38 YouBuy2 postfix/smtpd[30305]: D4CD114780A: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:44 YouBuy2 postfix/smtpd[30339]: 49BDB14780C: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:51 YouBuy2 postfix/smtpd[30138]: A6A2314780D: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:30:59 YouBuy2 postfix/smtpd[30339]: B1440147810: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:31:04 YouBuy2 postfix/smtpd[30305]: D23CD147812: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:31:19 YouBuy2 postfix/smtpd[30339]: 8BFB8147814: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:31:29 YouBuy2 postfix/smtpd[30339]: 7E0F8147816: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:31:44 YouBuy2 postfix/smtpd[30339]: 5D2E7147819: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:31:52 YouBuy2 postfix/smtpd[30138]: 2304C14781B: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:00 YouBuy2 postfix/smtpd[30305]: 77F0414781D: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:01 YouBuy2 postfix/smtpd[30339]: 45E3914781E: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:12 YouBuy2 postfix/smtpd[30339]: AC153147820: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:22 YouBuy2 postfix/smtpd[30339]: 9723C147822: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:38 YouBuy2 postfix/smtpd[30305]: 425F0147826: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:40 YouBuy2 postfix/smtpd[30339]: 25612147827: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:45 YouBuy2 postfix/smtpd[30138]: CBCC2147829: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:48 YouBuy2 postfix/smtpd[30305]: 68EA114782A: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:32:58 YouBuy2 postfix/smtpd[30339]: C3D5E14782D: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:01 YouBuy2 postfix/smtpd[30305]: AB7ED14782E: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:13 YouBuy2 postfix/smtpd[30305]: 23EA4147830: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:20 YouBuy2 postfix/smtpd[30339]: 5D241147832: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:25 YouBuy2 postfix/smtpd[30305]: 689DB147834: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:34 YouBuy2 postfix/smtpd[30339]: ADE2C147837: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:46 YouBuy2 postfix/smtpd[30305]: C91A814783A: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:47 YouBuy2 postfix/smtpd[30138]: 1666114783B: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:51 YouBuy2 postfix/smtpd[30339]: B75E114783C: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:33:55 YouBuy2 postfix/smtpd[30305]: 23CC114778D: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:07 YouBuy2 postfix/smtpd[30305]: 4285F1477BC: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:11 YouBuy2 postfix/smtpd[30339]: DBD3B1477DA: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:20 YouBuy2 postfix/smtpd[30305]: 9D9E11477DA: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:21 YouBuy2 postfix/smtpd[30339]: B36AF147809: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:35 YouBuy2 postfix/smtpd[30305]: 769D514783B: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:43 YouBuy2 postfix/smtpd[30339]: 37AB7147840: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:47 YouBuy2 postfix/smtpd[30305]: 19D72147842: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:34:58 YouBuy2 postfix/smtpd[30305]: 37D93147843: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:05 YouBuy2 postfix/smtpd[30339]: 1303B147846: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:07 YouBuy2 postfix/smtpd[30138]: 8B5D2147848: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:15 YouBuy2 postfix/smtpd[30305]: F367C147849: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:28 YouBuy2 postfix/smtpd[30305]: 71AB714784C: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:30 YouBuy2 postfix/smtpd[30339]: 783AD14784D: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:38 YouBuy2 postfix/smtpd[30305]: 982D614784E: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:45 YouBuy2 postfix/smtpd[30339]: 206FD147850: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:48 YouBuy2 postfix/smtpd[30305]: 9F8FA147852: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:35:58 YouBuy2 postfix/smtpd[30305]: 14E5D147856: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:01 YouBuy2 postfix/smtpd[30339]: BA605147857: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:12 YouBuy2 postfix/smtpd[30138]: 0C3E4147858: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:18 YouBuy2 postfix/smtpd[30339]: 390BE14785B: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:22 YouBuy2 postfix/smtpd[30305]: 0507E14785C: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:26 YouBuy2 postfix/smtpd[30138]: 8F7CF14785E: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:30 YouBuy2 postfix/smtpd[30339]: 70938147860: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:35 YouBuy2 postfix/smtpd[30138]: EF713147863: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:39 YouBuy2 postfix/smtpd[30305]: 8FB61147864: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:51 YouBuy2 postfix/smtpd[30339]: 456CA147867: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:36:53 YouBuy2 postfix/smtpd[30138]: ACDE5147868: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:01 YouBuy2 postfix/smtpd[30339]: 4193514786B: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:09 YouBuy2 postfix/smtpd[30305]: 1ACE414786D: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:14 YouBuy2 postfix/smtpd[30138]: 1745614786E: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:23 YouBuy2 postfix/smtpd[30339]: 32B8A147870: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:34 YouBuy2 postfix/smtpd[30138]: 0B000147872: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:40 YouBuy2 postfix/smtpd[30305]: 62F98147874: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:48 YouBuy2 postfix/smtpd[30339]: 3CCE6147877: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:37:50 YouBuy2 postfix/smtpd[30138]: 7E5D7147878: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:07 YouBuy2 postfix/smtpd[30339]: 2768414787B: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:09 YouBuy2 postfix/smtpd[30138]: A6EF614787C: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:29 YouBuy2 postfix/smtpd[30339]: 8C2B51477FD: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:35 YouBuy2 postfix/smtpd[30138]: B4F6514787F: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:47 YouBuy2 postfix/smtpd[30339]: D91F4147881: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:52 YouBuy2 postfix/smtpd[30305]: 2FBA3147883: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:54 YouBuy2 postfix/smtpd[30138]: 24C6A147885: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:38:57 YouBuy2 postfix/smtpd[30339]: AE6BC147886: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:05 YouBuy2 postfix/smtpd[30305]: E9539147888: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:14 YouBuy2 postfix/smtpd[30305]: 88DEA14788A: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:22 YouBuy2 postfix/smtpd[30138]: AE82414788E: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:25 YouBuy2 postfix/smtpd[30339]: 0E5C014788F: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:26 YouBuy2 postfix/smtpd[30305]: C1DAA147890: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:35 YouBuy2 postfix/smtpd[30138]: A2888147893: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:36 YouBuy2 postfix/smtpd[30305]: DE625147894: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:48 YouBuy2 postfix/smtpd[30339]: 36BFD147898: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:49 YouBuy2 postfix/smtpd[30305]: 3D3ED147899: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:39:51 YouBuy2 postfix/smtpd[30138]: 5E1A614789A: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:01 YouBuy2 postfix/smtpd[30138]: 5F9FE14789E: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:02 YouBuy2 postfix/smtpd[30305]: 34CE71478A0: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:06 YouBuy2 postfix/smtpd[30339]: 450A71478A2: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:10 YouBuy2 postfix/smtpd[30138]: B6D951478A3: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:26 YouBuy2 postfix/smtpd[30339]: 299801478A5: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:31 YouBuy2 postfix/smtpd[30138]: 7D28E1478A8: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:36 YouBuy2 postfix/smtpd[30305]: 80A5C1478A9: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:40:44 YouBuy2 postfix/smtpd[30339]: 85FB31478AB: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:02 YouBuy2 postfix/smtpd[30339]: 5A9FF1478AD: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:21 YouBuy2 postfix/smtpd[30305]: 1E8981478B1: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:24 YouBuy2 postfix/smtpd[30339]: 33FF41478B2: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:37 YouBuy2 postfix/smtpd[30339]: D8AAF1478B4: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:50 YouBuy2 postfix/smtpd[30339]: 1F43D1478B7: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:55 YouBuy2 postfix/smtpd[30138]: 83EB91478B9: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:41:56 YouBuy2 postfix/smtpd[30305]: B92751478BA: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:42:04 YouBuy2 postfix/smtpd[30339]: 7B3681478BD: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:42:07 YouBuy2 postfix/smtpd[30305]: 6EE341478BE: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:42:21 YouBuy2 postfix/smtpd[30305]: 114FF1478C0: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:42:28 YouBuy2 postfix/smtpd[30339]: 9BB3D1478C2: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:42:37 YouBuy2 postfix/smtpd[30339]: E7B7F1478C5: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:42:44 YouBuy2 postfix/smtpd[30305]: 3BEBD1478C6: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:02 YouBuy2 postfix/smtpd[30339]: BB5AE1478CA: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:05 YouBuy2 postfix/smtpd[30305]: F06261478CB: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:17 YouBuy2 postfix/smtpd[30339]: 9CF8D1478CD: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:21 YouBuy2 postfix/smtpd[30138]: D4BDA1478CF: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:27 YouBuy2 postfix/smtpd[30305]: BDA561478D0: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:33 YouBuy2 postfix/smtpd[30339]: B3412147875: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:57 YouBuy2 postfix/smtpd[30339]: 1FCB01478D4: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:43:59 YouBuy2 postfix/smtpd[30138]: 45B3F1478D5: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:03 YouBuy2 postfix/smtpd[30305]: 9C8B81478D6: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:16 YouBuy2 postfix/smtpd[30339]: 186271478D9: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:19 YouBuy2 postfix/smtpd[30305]: 036721478DA: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:29 YouBuy2 postfix/smtpd[30339]: B17321478DD: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:32 YouBuy2 postfix/smtpd[30305]: 2BFEC1478DE: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:39 YouBuy2 postfix/smtpd[30339]: 95A6F1478E0: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:43 YouBuy2 postfix/smtpd[30138]: D48D81478E3: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:49 YouBuy2 postfix/smtpd[30305]: 7B8271478E5: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:44:53 YouBuy2 postfix/smtpd[30339]: 029691478E7: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:45:01 YouBuy2 postfix/smtpd[30138]: 558571478E9: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:45:10 YouBuy2 postfix/smtpd[30339]: AF36E1478EB: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:45:11 YouBuy2 postfix/smtpd[30305]: 11EC11478EC: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:45:29 YouBuy2 postfix/smtpd[30339]: 36E7D1478EF: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:45:37 YouBuy2 postfix/smtpd[30305]: CC0BE1478F0: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:45:50 YouBuy2 postfix/smtpd[30339]: CEB921478F2: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:06 YouBuy2 postfix/smtpd[30138]: 314631478F5: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:07 YouBuy2 postfix/smtpd[30305]: 3002E1478F6: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:17 YouBuy2 postfix/smtpd[30339]: 18FF21478F9: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:20 YouBuy2 postfix/smtpd[30305]: CA9E81478FA: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:27 YouBuy2 postfix/smtpd[30138]: 1F9CA1478FC: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:34 YouBuy2 postfix/smtpd[30305]: C7FBC1478FF: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:35 YouBuy2 postfix/smtpd[30339]: 52186147900: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:41 YouBuy2 postfix/smtpd[30138]: 14556147901: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:46 YouBuy2 postfix/smtpd[30305]: 6B4E5147905: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:51 YouBuy2 postfix/smtpd[30339]: 2396B147908: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:55 YouBuy2 postfix/smtpd[30305]: 47C4C14790A: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:46:59 YouBuy2 postfix/smtpd[30138]: 5640414790B: client=WimaxUser3619-35.wateen.net[110.36.19.35], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:47:05 YouBuy2 postfix/smtpd[30305]: 9E75714790E: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:47:06 YouBuy2 postfix/smtpd[30339]: D9E6114790F: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:47:15 YouBuy2 postfix/smtpd[30305]: DA8AE147911: client=unknown[117.244.24.195], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
Jul  5 11:47:26 YouBuy2 postfix/smtpd[30339]: E5FFA147914: client=unknown[111.160.40.106], sasl_method=PLAIN, sasl_username=ventas@youbuy.mx
